Virginia Department of Education,,,,,,,,,,,,,,,,,,,,,
"2015-2016 Student Membership by School (Grade, Ethnicity, & Gender)",,,,,,,,,,,,,,,,,,,,,
(11/18/2015),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Division No.,Division Name,School No.,School Name,Grade,Hispanic/ of any Race Male,Hispanic/ of any Race Female,"American Indian/Alaska Native 
Male","American Indian/Alaska Native 
Female",Asian Male,Asian Female,Black or African American Male,Black or African American Female,"Native Hawaiian/
Pacific Islander 
Male","Native Hawaiian/
Pacific Islander Female","White
Male",White Female,"Two or more races  (Non-Hispanic)
Male","Two or more races (Non-Hispanic)
Female","Total
Full-time Students",Part-time Students,"Total 
Full-time & Part-time Students"
83,RUSSELL CO PBLC SCHS,710,SWORDS CREEK ELEM,3,0,1,0,0,0,0,0,0,0,0,10,5,0,0,16,0,16
83,RUSSELL CO PBLC SCHS,710,SWORDS CREEK ELEM,4,0,0,0,0,0,0,0,1,0,0,4,9,0,0,14,0,14
83,RUSSELL CO PBLC SCHS,710,SWORDS CREEK ELEM,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,10
83,RUSSELL CO PBLC SCHS,710,SWORDS CREEK ELEM,6,0,0,0,0,0,0,0,0,0,0,11,4,0,0,15,0,15
83,RUSSELL CO PBLC SCHS,710,SWORDS CREEK ELEM,7,0,0,0,0,0,0,0,0,0,0,6,11,0,0,17,0,17
139,SALEM CITY PBLC SCHS,100,ANDREW LEWIS MIDDLE,6,14,3,0,0,3,2,18,16,0,0,117,108,5,7,293,0,293
139,SALEM CITY PBLC SCHS,100,ANDREW LEWIS MIDDLE,7,7,5,0,0,0,5,20,17,0,0,121,112,4,5,296,0,296
139,SALEM CITY PBLC SCHS,100,ANDREW LEWIS MIDDLE,8,2,6,0,1,5,4,18,16,0,0,129,118,7,12,318,0,318
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,1,9,4,0,1,0,1,1,6,0,0,23,23,3,0,71,0,71
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,2,2,2,0,0,0,1,8,9,0,0,17,14,3,5,61,0,61
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,3,7,1,0,0,1,3,9,7,0,0,18,23,0,7,76,0,76
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,4,3,3,0,0,0,3,4,4,0,0,22,24,1,2,66,0,66
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,5,5,5,0,0,1,1,5,4,0,0,25,21,2,2,71,0,71
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,KG,10,4,1,0,3,1,6,7,0,0,23,19,1,0,75,0,75
139,SALEM CITY PBLC SCHS,550,EAST SALEM ELEM,PK,2,0,0,1,1,1,2,3,0,0,18,9,1,0,38,0,38
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,1,2,3,0,0,0,1,10,13,0,0,22,24,5,1,81,0,81
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,2,1,3,0,0,2,2,7,6,0,0,24,23,1,2,71,0,71
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,3,2,4,0,0,1,1,9,8,0,0,29,30,3,0,87,0,87
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,4,4,1,0,0,0,0,12,10,0,0,21,31,4,0,83,0,83
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,5,1,2,0,0,1,0,8,2,0,0,26,26,2,4,72,0,72
139,SALEM CITY PBLC SCHS,90,G.W. CARVER ELEM,KG,1,2,0,0,1,0,12,4,1,0,21,26,3,1,72,0,72
139,SALEM CITY PBLC SCHS,70,SALEM HIGH,9,4,6,0,0,4,4,13,19,0,1,120,132,11,14,328,0,328
139,SALEM CITY PBLC SCHS,70,SALEM HIGH,10,4,2,0,0,5,2,17,20,0,0,121,133,6,9,319,0,319
139,SALEM CITY PBLC SCHS,70,SALEM HIGH,11,5,5,0,0,3,3,8,6,0,0,123,97,5,10,265,0,265
139,SALEM CITY PBLC SCHS,70,SALEM HIGH,12,4,4,0,0,1,4,19,11,0,0,116,97,9,4,269,0,269
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,1,0,2,0,0,0,2,3,3,0,0,38,23,1,1,73,0,73
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,2,1,0,0,0,0,0,3,2,0,0,31,31,1,0,69,0,69
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,3,1,2,1,0,1,1,3,0,0,0,27,24,1,1,62,0,62
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,4,0,0,0,0,0,1,1,1,0,0,33,22,3,0,61,0,61
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,5,1,0,0,0,0,1,0,2,0,0,32,37,2,0,75,0,75
139,SALEM CITY PBLC SCHS,580,SOUTH SALEM ELEM,KG,2,0,0,0,0,1,2,0,0,0,26,28,0,0,59,0,59
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,1,0,0,0,0,0,1,1,2,0,0,45,36,1,1,87,0,87
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,2,0,1,0,0,0,3,4,1,0,0,22,28,0,0,59,0,59
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,3,1,0,0,0,1,0,0,1,0,0,22,39,0,2,66,0,66
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,4,0,2,0,0,1,1,2,0,0,0,34,22,3,0,65,0,65
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,5,1,1,0,0,1,0,0,6,0,0,24,30,0,1,64,0,64
139,SALEM CITY PBLC SCHS,460,WEST SALEM ELEM,KG,0,0,0,0,1,0,1,0,0,0,29,25,0,0,56,0,56
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,1,0,1,1,0,0,0,0,0,0,0,41,37,1,0,81,0,81
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,2,1,0,0,0,0,0,0,0,0,0,34,22,0,1,58,0,58
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,3,0,2,0,0,0,0,0,0,0,0,31,30,0,0,63,0,63
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,4,1,0,0,0,0,0,0,1,0,0,38,24,1,2,67,0,67
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,KG,0,1,0,0,0,0,0,0,0,0,34,20,0,0,55,0,55
84,SCOTT CO PBLC SCHS,750,DUFFIELD-PATTONSVILLE PRIMARY,PK,2,1,0,0,0,0,1,1,0,0,25,29,0,0,59,0,59
84,SCOTT CO PBLC SCHS,42,DUNGANNON INTERMEDIATE,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,13,0,13
84,SCOTT CO PBLC SCHS,42,DUNGANNON INTERMEDIATE,5,0,0,0,0,0,0,0,0,0,0,5,8,0,0,13,0,13
84,SCOTT CO PBLC SCHS,42,DUNGANNON INTERMEDIATE,6,1,0,0,0,0,0,0,0,0,0,11,9,1,0,22,0,22
84,SCOTT CO PBLC SCHS,42,DUNGANNON INTERMEDIATE,7,0,1,0,0,0,0,0,0,0,0,4,7,1,0,13,0,13
84,SCOTT CO PBLC SCHS,102,FORT BLACKMORE PRIMARY,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,21,0,21
84,SCOTT CO PBLC SCHS,102,FORT BLACKMORE PRIMARY,2,0,0,0,0,0,0,0,0,0,0,10,18,0,0,28,0,28
84,SCOTT CO PBLC SCHS,102,FORT BLACKMORE PRIMARY,3,0,0,0,0,0,0,0,0,0,0,9,4,0,0,13,0,13
84,SCOTT CO PBLC SCHS,102,FORT BLACKMORE PRIMARY,KG,0,0,0,0,0,0,0,0,0,0,11,6,0,0,17,0,17
84,SCOTT CO PBLC SCHS,102,FORT BLACKMORE PRIMARY,PK,0,0,0,0,0,0,0,0,0,0,9,8,0,0,17,0,17
84,SCOTT CO PBLC SCHS,770,GATE CITY HIGH,10,2,1,0,0,1,0,2,0,0,0,86,73,0,2,167,0,167
84,SCOTT CO PBLC SCHS,770,GATE CITY HIGH,11,3,0,0,0,1,0,2,1,0,0,76,83,1,1,168,0,168
84,SCOTT CO PBLC SCHS,770,GATE CITY HIGH,12,1,0,0,1,0,1,1,1,0,1,60,91,0,0,157,0,157
84,SCOTT CO PBLC SCHS,771,GATE CITY MIDDLE,7,2,1,0,0,0,0,0,1,0,0,81,74,1,1,161,0,161
84,SCOTT CO PBLC SCHS,771,GATE CITY MIDDLE,8,2,1,1,0,0,0,2,0,0,0,81,68,1,1,157,0,157
84,SCOTT CO PBLC SCHS,771,GATE CITY MIDDLE,9,1,1,0,0,0,1,0,1,0,0,80,95,1,3,183,0,183
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,1,1,0,0,0,0,0,0,0,0,0,8,11,0,0,20,0,20
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,2,0,0,0,0,0,0,0,0,0,0,5,7,0,0,12,0,12
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,3,0,0,0,0,0,0,0,0,0,0,4,17,0,0,21,0,21
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,4,0,0,0,0,0,0,0,0,0,0,15,6,0,0,21,0,21
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,5,0,0,0,0,0,0,0,0,0,0,14,9,0,0,23,0,23
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,6,0,0,0,0,0,0,0,0,0,0,12,13,0,0,25,0,25
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,KG,0,0,0,0,0,0,0,0,0,0,20,10,0,0,30,0,30
84,SCOTT CO PBLC SCHS,670,HILTON ELEM,PK,0,0,0,0,0,0,0,0,0,0,7,10,0,0,17,0,17
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,1,1,2,0,0,0,0,0,0,0,0,12,14,0,0,29,0,29
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,2,1,2,0,0,0,0,0,0,0,0,15,20,0,1,39,0,39
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,3,1,0,0,0,0,0,0,0,0,0,9,18,0,0,28,0,28
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,4,2,2,0,0,0,0,0,0,0,0,15,13,0,0,32,0,32
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,5,0,1,0,0,0,0,0,0,0,0,11,16,0,1,29,0,29
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,6,0,0,0,0,0,0,0,0,0,0,16,18,0,0,34,0,34
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,7,0,0,0,0,0,0,0,0,0,0,14,14,0,0,28,0,28
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,KG,1,3,1,0,0,0,0,0,0,0,17,8,0,1,31,0,31
84,SCOTT CO PBLC SCHS,220,NICKELSVILLE ELEM,PK,0,0,0,0,0,0,1,0,0,0,20,12,2,1,36,0,36
84,SCOTT CO PBLC SCHS,260,RYE COVE HIGH,8,0,2,0,0,0,1,0,0,0,0,31,19,0,0,53,0,53
84,SCOTT CO PBLC SCHS,260,RYE COVE HIGH,9,0,0,0,0,0,0,0,0,0,0,33,31,0,0,64,0,64
84,SCOTT CO PBLC SCHS,260,RYE COVE HIGH,10,0,1,0,0,0,0,0,0,0,0,33,28,0,1,63,0,63
84,SCOTT CO PBLC SCHS,260,RYE COVE HIGH,11,0,0,0,0,0,0,0,0,0,0,25,27,0,0,52,0,52
84,SCOTT CO PBLC SCHS,260,RYE COVE HIGH,12,0,0,1,0,0,0,0,0,0,0,21,35,0,0,57,0,57
84,SCOTT CO PBLC SCHS,20,RYE COVE INTERMEDIATE,5,1,0,0,0,0,0,0,0,0,0,31,22,0,0,54,0,54
84,SCOTT CO PBLC SCHS,20,RYE COVE INTERMEDIATE,6,0,0,0,0,0,0,0,0,0,0,22,30,0,0,52,0,52
84,SCOTT CO PBLC SCHS,20,RYE COVE INTERMEDIATE,7,2,1,0,0,0,0,0,0,0,0,19,25,0,0,47,0,47
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,1,0,1,0,0,0,0,2,1,0,0,40,38,0,0,82,0,82
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,2,1,1,0,0,0,0,0,0,0,0,29,29,0,1,61,0,61
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,3,1,0,0,0,0,0,0,2,0,0,36,32,2,0,73,0,73
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,4,0,2,0,0,0,0,0,1,0,0,36,35,1,1,76,0,76
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,5,1,0,0,0,0,0,2,0,0,0,42,34,0,1,80,0,80
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,6,2,0,0,0,0,0,0,0,0,0,37,23,0,0,62,0,62
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,KG,1,0,0,0,0,0,2,0,0,0,41,43,0,0,87,0,87
84,SCOTT CO PBLC SCHS,641,SHOEMAKER ELEM,PK,1,1,0,0,0,0,1,1,0,0,51,47,2,0,104,0,104
84,SCOTT CO PBLC SCHS,780,TWIN SPRINGS HIGH,8,1,2,0,0,0,0,0,0,0,0,24,17,0,0,44,0,44
84,SCOTT CO PBLC SCHS,780,TWIN SPRINGS HIGH,9,0,0,0,0,0,0,0,0,0,0,13,29,0,0,42,0,42
84,SCOTT CO PBLC SCHS,780,TWIN SPRINGS HIGH,10,0,1,0,1,0,1,0,0,0,0,34,21,0,0,58,0,58
84,SCOTT CO PBLC SCHS,780,TWIN SPRINGS HIGH,11,2,1,0,0,0,0,0,0,0,0,26,22,1,0,52,0,52
84,SCOTT CO PBLC SCHS,780,TWIN SPRINGS HIGH,12,1,0,0,0,0,0,0,0,0,0,27,27,2,0,57,0,57
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,1,0,0,0,0,0,0,0,0,0,0,24,27,0,0,51,0,51
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,2,0,0,0,0,0,0,1,0,0,0,21,20,0,0,42,0,42
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,3,0,0,0,0,0,0,0,0,0,0,17,21,0,0,38,0,38
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,4,1,0,0,0,0,2,0,0,0,0,11,21,0,0,35,0,35
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,5,0,0,0,0,0,0,0,0,0,0,24,19,0,1,44,0,44
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,6,0,0,0,0,1,0,0,0,0,0,21,22,0,1,45,0,45
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,KG,0,1,0,0,0,0,0,0,0,0,24,27,1,0,53,0,53
84,SCOTT CO PBLC SCHS,740,WEBER CITY ELEM,PK,0,0,0,0,0,0,0,0,0,0,15,17,0,0,32,0,32
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,1,0,0,0,0,0,0,1,0,0,0,16,7,0,0,24,0,24
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,2,0,0,0,0,0,0,0,0,0,0,11,12,0,0,23,0,23
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,3,0,0,0,0,0,0,0,0,0,0,8,9,0,0,17,0,17
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,4,0,1,0,0,0,0,0,0,0,0,20,16,0,0,37,0,37
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,5,0,0,0,0,0,0,0,0,0,0,11,12,0,0,23,0,23
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,6,0,0,0,0,0,0,0,0,0,0,12,10,1,0,23,0,23
84,SCOTT CO PBLC SCHS,790,YUMA ELEM,KG,0,0,0,0,0,0,0,1,0,0,11,10,0,0,22,0,22
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,1,8,8,0,0,0,0,0,2,0,0,34,46,0,2,100,0,100
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,2,15,10,1,0,0,0,0,1,0,0,35,32,1,4,99,0,99
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,3,10,7,0,0,0,0,0,0,0,0,40,42,0,2,101,0,101
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,4,6,3,0,0,0,1,0,1,0,0,36,30,1,2,80,0,80
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,5,9,6,1,0,0,0,0,1,0,0,34,45,1,0,97,0,97
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,KG,8,4,0,0,0,0,2,1,0,0,30,35,2,1,83,0,83
85,SHENANDOAH CO PBLC SCHS,820,ASHBY LEE ELEM,PK,6,5,0,0,1,0,0,0,0,0,13,19,0,1,45,0,45
85,SHENANDOAH CO PBLC SCHS,780,CENTRAL HIGH,9,11,21,1,0,0,1,0,2,0,0,104,65,4,4,213,0,213
85,SHENANDOAH CO PBLC SCHS,780,CENTRAL HIGH,10,12,13,2,0,0,1,2,1,0,1,83,83,6,0,204,0,204
85,SHENANDOAH CO PBLC SCHS,780,CENTRAL HIGH,11,10,16,0,1,0,0,2,3,0,0,77,68,1,5,183,0,183
85,SHENANDOAH CO PBLC SCHS,780,CENTRAL HIGH,12,12,8,1,1,0,2,1,5,0,0,94,63,3,0,190,0,190
85,SHENANDOAH CO PBLC SCHS,780,CENTRAL HIGH,PG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
85,SHENANDOAH CO PBLC SCHS,40,NORTH FORK MIDDLE,6,11,2,0,0,0,0,1,2,0,0,36,40,1,3,96,0,96
85,SHENANDOAH CO PBLC SCHS,40,NORTH FORK MIDDLE,7,13,6,0,0,0,0,1,0,0,0,57,38,2,0,117,0,117
85,SHENANDOAH CO PBLC SCHS,40,NORTH FORK MIDDLE,8,9,13,1,0,0,0,1,1,0,0,37,36,2,2,102,0,102
85,SHENANDOAH CO PBLC SCHS,30,PETER MUHLENBERG MIDDLE,6,15,14,1,0,1,1,1,1,0,0,61,83,7,2,187,0,187
85,SHENANDOAH CO PBLC SCHS,30,PETER MUHLENBERG MIDDLE,7,18,22,0,0,0,3,4,1,0,0,62,76,5,1,192,0,192
85,SHENANDOAH CO PBLC SCHS,30,PETER MUHLENBERG MIDDLE,8,18,21,1,0,0,1,1,6,0,1,81,81,4,3,218,0,218
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,1,5,0,0,0,1,0,1,1,0,0,64,62,3,7,144,0,144
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,2,5,2,0,0,0,1,5,3,0,0,79,67,3,1,166,0,166
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,3,3,6,0,0,0,0,3,4,0,0,68,66,3,4,157,0,157
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,4,5,1,0,0,1,0,2,2,0,0,66,72,1,2,152,0,152
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,5,3,3,0,0,0,0,4,5,0,0,59,58,0,3,135,0,135
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,KG,3,4,0,0,0,0,1,3,0,0,65,56,7,6,145,0,145
85,SHENANDOAH CO PBLC SCHS,810,SANDY HOOK ELEM,PK,3,3,0,0,0,0,1,1,0,0,10,10,1,4,33,0,33
85,SHENANDOAH CO PBLC SCHS,50,SIGNAL KNOB MIDDLE,6,4,5,0,1,1,0,2,4,0,0,81,73,3,0,174,0,174
85,SHENANDOAH CO PBLC SCHS,50,SIGNAL KNOB MIDDLE,7,3,3,0,1,1,1,5,2,0,0,83,65,4,3,171,0,171
85,SHENANDOAH CO PBLC SCHS,50,SIGNAL KNOB MIDDLE,8,7,3,0,0,1,0,3,0,0,0,64,84,4,2,168,0,168
85,SHENANDOAH CO PBLC SCHS,790,STONEWALL JACKSON HIGH,9,6,6,0,0,0,0,2,1,0,0,60,39,5,0,119,0,119
85,SHENANDOAH CO PBLC SCHS,790,STONEWALL JACKSON HIGH,10,6,7,0,0,2,0,1,3,0,0,51,49,1,2,122,0,122
85,SHENANDOAH CO PBLC SCHS,790,STONEWALL JACKSON HIGH,11,10,10,0,0,0,1,0,1,0,0,48,38,3,1,112,0,112
85,SHENANDOAH CO PBLC SCHS,790,STONEWALL JACKSON HIGH,12,8,4,0,0,1,0,0,0,0,0,39,41,1,1,95,0,95
85,SHENANDOAH CO PBLC SCHS,790,STONEWALL JACKSON HIGH,PG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
85,SHENANDOAH CO PBLC SCHS,770,STRASBURG HIGH,9,4,3,0,0,0,0,5,3,0,0,81,70,0,1,167,0,167
85,SHENANDOAH CO PBLC SCHS,770,STRASBURG HIGH,10,3,2,0,0,0,1,4,2,0,0,61,71,4,2,150,0,150
85,SHENANDOAH CO PBLC SCHS,770,STRASBURG HIGH,11,5,5,0,1,0,0,3,2,0,1,73,60,5,2,157,0,157
85,SHENANDOAH CO PBLC SCHS,770,STRASBURG HIGH,12,3,3,0,0,0,2,2,0,0,0,73,63,3,3,152,0,152
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,1,17,12,0,0,1,0,2,2,0,0,80,66,2,0,182,0,182
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,2,13,26,0,0,0,1,4,3,0,0,82,79,1,1,210,0,210
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,3,20,16,0,0,0,0,2,6,0,0,79,73,2,3,201,0,201
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,4,18,20,0,0,0,0,2,2,0,0,89,77,3,5,216,0,216
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,5,20,13,0,0,1,3,2,2,0,0,72,69,2,5,189,0,189
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,KG,17,18,0,0,0,0,2,3,0,0,64,77,0,1,182,0,182
85,SHENANDOAH CO PBLC SCHS,20,W.W. ROBINSON ELEM,PK,10,6,1,0,0,2,2,0,0,0,17,27,1,0,66,0,66
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,1,0,0,0,0,0,0,0,0,0,0,19,18,0,0,37,0,37
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,2,0,0,0,0,0,0,0,0,0,0,14,12,0,1,27,0,27
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,3,0,1,0,0,0,0,1,0,0,0,14,13,0,0,29,0,29
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,4,1,0,0,0,0,0,0,0,0,0,17,9,0,0,27,0,27
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,5,0,0,0,0,0,0,0,0,0,0,21,12,0,1,34,0,34
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,KG,1,0,0,0,0,0,0,0,0,0,17,9,1,0,28,0,28
86,SMYTH CO PBLC SCHS,290,ATKINS ELEM,PK,0,0,0,1,0,0,0,0,0,0,7,8,0,0,16,0,16
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,1,1,2,0,0,0,0,0,1,0,0,46,32,0,0,82,0,82
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,2,2,1,0,0,0,0,1,1,0,0,42,44,0,0,91,0,91
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,3,2,4,0,0,0,0,0,0,0,0,49,46,0,0,101,0,101
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,4,3,3,0,0,0,0,0,0,0,0,53,42,0,1,102,0,102
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,5,0,3,0,0,0,0,0,0,0,0,53,39,0,1,96,0,96
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,KG,2,1,0,0,0,0,1,1,0,0,42,46,0,0,93,0,93
86,SMYTH CO PBLC SCHS,730,CHILHOWIE ELEM,PK,1,1,0,0,0,0,0,0,0,0,19,12,1,0,34,0,34
86,SMYTH CO PBLC SCHS,460,CHILHOWIE HIGH,9,4,2,0,0,0,0,0,0,0,0,50,59,0,0,115,0,115
86,SMYTH CO PBLC SCHS,460,CHILHOWIE HIGH,10,2,2,0,0,0,1,1,1,0,0,36,47,0,0,90,0,90
86,SMYTH CO PBLC SCHS,460,CHILHOWIE HIGH,11,2,1,0,0,0,0,0,1,0,0,58,54,0,0,116,0,116
86,SMYTH CO PBLC SCHS,460,CHILHOWIE HIGH,12,3,2,0,0,1,0,1,1,0,0,61,37,0,0,106,0,106
86,SMYTH CO PBLC SCHS,851,CHILHOWIE MIDDLE,6,1,4,0,0,0,1,0,1,0,0,50,49,0,0,106,0,106
86,SMYTH CO PBLC SCHS,851,CHILHOWIE MIDDLE,7,4,6,0,0,0,0,1,0,0,0,50,49,0,0,110,0,110
86,SMYTH CO PBLC SCHS,851,CHILHOWIE MIDDLE,8,0,2,0,0,0,0,1,0,0,0,47,45,0,0,95,0,95
86,SMYTH CO PBLC SCHS,710,MARION ELEM,1,0,1,0,0,0,0,0,0,0,0,20,22,0,0,43,0,43
86,SMYTH CO PBLC SCHS,710,MARION ELEM,2,1,2,0,0,1,0,2,2,0,0,26,28,2,1,65,0,65
86,SMYTH CO PBLC SCHS,710,MARION ELEM,3,2,1,0,0,0,0,5,1,0,0,35,36,1,1,82,0,82
86,SMYTH CO PBLC SCHS,710,MARION ELEM,4,1,2,0,0,0,1,2,1,0,0,25,23,0,2,57,0,57
86,SMYTH CO PBLC SCHS,710,MARION ELEM,5,1,0,0,0,0,0,1,2,0,0,35,30,0,0,69,0,69
86,SMYTH CO PBLC SCHS,710,MARION ELEM,KG,0,0,0,0,1,2,1,3,0,0,15,21,0,1,44,0,44
86,SMYTH CO PBLC SCHS,710,MARION ELEM,PK,0,1,0,0,0,0,1,0,0,0,7,7,0,0,16,0,16
86,SMYTH CO PBLC SCHS,680,MARION MIDDLE,6,3,2,0,0,1,0,2,2,0,0,69,88,1,0,168,0,168
86,SMYTH CO PBLC SCHS,680,MARION MIDDLE,7,1,1,0,0,0,2,3,5,0,0,81,82,0,1,176,0,176
86,SMYTH CO PBLC SCHS,680,MARION MIDDLE,8,2,0,0,0,0,2,3,0,0,0,78,77,0,1,163,0,163
86,SMYTH CO PBLC SCHS,700,MARION SENIOR HIGH,9,2,3,0,0,0,0,4,0,0,0,102,81,1,1,194,0,194
86,SMYTH CO PBLC SCHS,700,MARION SENIOR HIGH,10,0,1,0,0,2,1,4,3,0,0,96,79,1,0,187,0,187
86,SMYTH CO PBLC SCHS,700,MARION SENIOR HIGH,11,1,1,0,0,0,2,1,4,0,0,79,88,0,0,176,0,176
86,SMYTH CO PBLC SCHS,700,MARION SENIOR HIGH,12,1,3,0,0,1,0,0,2,0,0,65,59,1,0,132,0,132
86,SMYTH CO PBLC SCHS,250,NORTHWOOD HIGH,9,1,2,0,0,0,0,0,0,0,0,42,37,0,2,84,0,84
86,SMYTH CO PBLC SCHS,250,NORTHWOOD HIGH,10,0,0,0,0,0,0,0,0,0,0,35,33,0,1,69,0,69
86,SMYTH CO PBLC SCHS,250,NORTHWOOD HIGH,11,0,0,0,0,0,0,1,2,0,0,33,34,0,0,70,0,70
86,SMYTH CO PBLC SCHS,250,NORTHWOOD HIGH,12,0,0,0,0,0,0,0,0,0,0,40,23,1,0,64,0,64
