"","Div.Num","Sch.Num","Level","Div.Name","School.Name.sdh","School.Type","Low.Grade","High.Grade","Subject","Subgroup","X2013.2014.Pass.Rate","X2014.2015.Pass.Rate","X2015.2016.Pass.Rate","Division.Name.ad","School.Name.acd","School.Accreditation.Rating","English","Met.English","Mathematics","Met.Mathematics","History","Met.History","Science","Met.Science","GCI","Met.GCI","Division.Name.ed","School.Name","Grade","Hispanic..of.any.Race.Male","Hispanic..of.any.Race.Female","American.Indian.Alaska.Native..Male","American.Indian.Alaska.Native..Female","Asian.Male","Asian.Female","Black.or.African.American.Male","Black.or.African.American.Female","Native.Hawaiian..Pacific.Islander..Male","Native.Hawaiian..Pacific.Islander.Female","White.Male","White.Female","Two.or.more.races...Non.Hispanic..Male","Two.or.more.races..Non.Hispanic..Female","Total.Full.time.Students","Part.time.Students","Total..Full.time...Part.time.Students","Name","FY.2014..Actual.Average.Teacher.Salary","FY.2015..Actual.Average.Teacher.Salary","FY.2014.to.FY.2015.Percent.Increase...Decrease.","FY.2016..Budgeted.Average.Teacher.Salary","FY.2015.to.FY.2016.Percent.Increase...Decrease."
"67",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","All Students","91","76","80","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"68",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Asian","<","<","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"69",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Economically Disadvantaged","79","75","71","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"70",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","White","86","79","87","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"71",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","All Students","79","74","71","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"72",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Male","81","78","81","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"73",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Female","80","72","68","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"74",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Female","93","81","86","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"75",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Students with Disabilities","58","26","45","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"76",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Male","88","71","76","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"77",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","White","90","91","89","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"78",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Students with Disabilities","33","33","57","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"79",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Female","97","87","86","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"80",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Students with Disabilities","52","45","64","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"81",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Male","86","79","80","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"82",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Hispanic","80","73","82","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"83",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Economically Disadvantaged","86","75","73","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"84",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Economically Disadvantaged","72","64","60","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"85",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Students with Disabilities","56","22","36","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"86",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Asian","<","<","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"87",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","White","93","87","86","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"88",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","White","97","91","93","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"89",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Limited English Proficient","33","60","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"90",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","White","96","91","92","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"91",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Female","88","83","76","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"92",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Black","89","73","76","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"93",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"History and Social Sciences","Students with Disabilities","30","30","33","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"94",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Asian","<","<","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"95",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Reading","Asian","<","<","<","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"96",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","Male","83","80","84","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"97",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Science","All Students","86","81","81","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"98",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"Mathematics","Female","85","73","81","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"99",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Black","91","67","75","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"100",1,70,"Sch","Accomack County ","Nandua High","High","9",12,"English: Writing","Hispanic","87","61","85","Accomack County ","Nandua High","Fully Accredited","81","Yes","77","Yes","75","Yes","83","Yes","92","Yes","ACCOMACK CO PBLC SCHS","NANDUA HIGH","12","11","6","1","0","1","0","33","33","0",0,"40","36","1","0","162",0,"162","Accomack County Public Schools",40949,43712,"6.75% ",44385,"1.54% "
"101",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"History and Social Sciences","White","95","94","94","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"102",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Mathematics","Asian","88","79","90","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"103",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Mathematics","White","85","83","85","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"104",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Science","Students with Disabilities","66","80","72","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"105",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Science","Asian","88","92","92","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"106",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"English: Reading","Limited English Proficient","<","<","<","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"107",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Mathematics","Hispanic","71","61","72","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
"108",2,140,"Sch","Albemarle County ","Western Albemarle High","High","9",12,"Science","White","94","94","94","Albemarle County ","Western Albemarle High","Fully Accredited","95","Yes","80","Yes","92","Yes","91","Yes","98","Yes","ALBEMARLE CO PBLC SCHS","WESTERN ALBEMARLE HIGH","12","2","6","0","0","3","5","3","7","0",0,"112","136","4","8","286",0,"286","Albemarle County Public Schools",54586,54449,"(0.25%)",54907,"0.84% "
